                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6324,                 2.4524,                0.93948,                0.47335,                 0.3463,                0.26558,                0.15948,                 1.3391,                 1.9213,                0.88691,                 0.0003,                 0.0003,                 0.0003
